"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f13', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",27.67,54363.876
"['f13', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",27.07,1534.074
"['f13', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",26.6,5177.305
"['f13', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",27.09,1429.674
"['f13', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",25.42,10367.38
"['f13', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",21.68,152025528.681
"['f13', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",26.18,322037689484.49
"['f13', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",22.56,12359048015.806
"['f13', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",25.79,533773050405.256
"['f13', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",21.88,7706654177.089
"['f13', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",25.45,2424240088.759
"['f13', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",22.18,8740537755.807
"['f13', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",25.57,1030271.181
"['f13', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",28.73,25842125420.725
"['f13', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",25.9,9852301578.547
"['f13', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",26.17,3694380823.575
"['f13', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",25.88,147686784.478
