"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f11', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",9.37,155171756.281
"['f11', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",9.01,98384226.684
"['f11', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",9.05,50620309.295
"['f11', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",9.38,11122512.791
"['f11', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",13.96,897731.408
"['f11', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",17.98,731727.742
"['f11', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",13.98,2021334.181
"['f11', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",16.86,1490677.899
"['f11', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",14.19,803582.091
"['f11', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",17.07,1163272.124
"['f11', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",13.91,1678368.105
"['f11', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",17.5,1447257.007
"['f11', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",17.8,7686947.316
"['f11', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",17.41,351660.412
"['f11', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",17.26,925911.031
"['f11', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",17.83,2135510.96
"['f11', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",14.0,205268589.353
"['f11', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",16.64,133109901.67
"['f11', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",14.81,202174028.343
"['f11', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",17.8,530307292.686
"['f11', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",14.64,20280564.094
"['f11', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",16.43,268458542.285
"['f11', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",14.17,51533560.081
"['f11', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",16.73,90228281.099
"['f11', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",16.85,520644396.033
"['f11', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",17.01,113601565.273
"['f11', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",17.61,852856403.71
"['f11', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",16.73,807316739.841
