"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f6', 30, -10, 10, 100, 0.4, 0.05, 300, 30000]",5.89,1.492
"['f6', 30, -10, 10, 100, 0.4, 0.06, 250, 25000]",4.64,0.87
"['f6', 30, -10, 10, 100, 0.4, 0.06, 300, 30000]",6.03,0.206
"['f6', 30, -10, 10, 100, 0.5, 0.05, 250, 25000]",5.03,0.616
"['f6', 30, -10, 10, 100, 0.5, 0.05, 300, 30000]",5.55,1.708
"['f6', 30, -10, 10, 100, 0.5, 0.06, 250, 25000]",4.75,0.922
"['f6', 30, -10, 10, 100, 0.5, 0.06, 300, 30000]",5.95,0.119
"['f6', 30, -10, 10, 200, 0.4, 0.05, 150, 30000]",5.75,1.78
"['f6', 30, -10, 10, 200, 0.4, 0.06, 150, 30000]",5.61,0.301
"['f6', 30, -10, 10, 200, 0.5, 0.05, 150, 30000]",5.93,0.371
"['f6', 30, -10, 10, 200, 0.5, 0.06, 150, 30000]",5.69,0.076
"['f6', 30, -100, 100, 100, 0.4, 0.05, 250, 25000]",4.7,353.303
"['f6', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",6.23,189.965
"['f6', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",4.8,214.216
"['f6', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",6.13,88.654
"['f6', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",4.83,28.197
"['f6', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",5.9,488.943
"['f6', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",4.77,44.742
"['f6', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",5.77,11.915
"['f6', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",6.05,42.688
"['f6', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",5.8,29.673
"['f6', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",6.09,24.164
"['f6', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",5.67,70.713
"['f6', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",6.75,0.582
"['f6', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",8.35,0.403
"['f6', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",6.74,3.505
"['f6', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",8.27,3.183
"['f6', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",7.04,1.018
"['f6', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",8.28,0.43
"['f6', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",6.68,8.528
"['f6', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",8.69,0.162
"['f6', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",8.35,0.623
"['f6', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",8.19,0.3
"['f6', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",7.95,0.068
"['f6', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",8.34,1.389
"['f6', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",6.79,16.501
"['f6', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",8.98,30.333
"['f6', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",7.09,1.367
"['f6', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",8.21,125.277
"['f6', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",7.21,132.925
"['f6', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",8.2,197.194
"['f6', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",7.03,16.334
"['f6', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",8.7,184.277
"['f6', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",8.55,70.54
"['f6', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",7.99,150.313
"['f6', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",8.52,107.726
"['f6', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",7.99,17.326
"['f6', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",11.92,4.466
"['f6', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",14.52,4.592
"['f6', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",11.86,4.705
"['f6', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",14.43,0.596
"['f6', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",12.92,0.182
"['f6', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",14.38,0.149
"['f6', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",11.93,0.409
"['f6', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",14.6,4.335
"['f6', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",14.55,2.728
"['f6', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",14.44,2.25
"['f6', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",14.54,2.089
"['f6', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",14.62,4.128
"['f6', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",12.59,421.127
"['f6', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",14.77,194.854
"['f6', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",12.17,713.198
"['f6', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",14.5,1117.745
"['f6', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",12.36,587.94
"['f6', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",14.71,132.479
"['f6', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",11.78,146.094
"['f6', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",14.95,88.557
"['f6', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",15.45,381.525
"['f6', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",14.74,100.243
"['f6', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",14.67,108.179
"['f6', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",15.21,318.649
