"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f12', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",8.97,27094.777
"['f12', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",7.35,11760.005
"['f12', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",9.26,2354.362
"['f12', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",7.32,10053.682
"['f12', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",9.19,870.033
"['f12', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",7.64,28109.302
"['f12', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",9.21,2544.534
"['f12', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",8.88,1145.263
"['f12', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",8.89,359.863
"['f12', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",9.05,6206.391
"['f12', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",9.0,1300.221
"['f12', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",13.35,612.582
"['f12', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",16.48,40.622
"['f12', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",14.32,561.316
"['f12', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",17.19,88.759
"['f12', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",13.42,252.551
"['f12', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",15.88,189.478
"['f12', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",13.25,14.771
"['f12', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",16.41,22.676
"['f12', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",16.38,88.362
"['f12', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",16.5,192.289
"['f12', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",15.75,67.657
"['f12', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",15.49,189.344
"['f12', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",13.37,6059.753
"['f12', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",16.34,6628.196
"['f12', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",13.51,2024.714
"['f12', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",16.41,4991.556
"['f12', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",13.62,2766.372
"['f12', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",15.64,8129.912
"['f12', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",13.23,38286.967
"['f12', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",15.73,1146.897
"['f12', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",16.13,30007.487
"['f12', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",16.25,4291.929
"['f12', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",16.01,10470.181
"['f12', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",16.53,4414.776
