"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f7', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",5.63,2737.181
"['f7', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",6.88,4063272.152
"['f7', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",6.94,4233.834
"['f7', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",6.94,474.523
"['f7', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",6.79,81.764
"['f7', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",7.04,87297.975
"['f7', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",8.15,145.45
"['f7', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",9.99,0.071
"['f7', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",8.13,412.483
"['f7', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",10.12,338.702
"['f7', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",8.66,2.738
"['f7', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",9.73,7.25
"['f7', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",7.98,0.806
"['f7', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",10.07,1606.196
"['f7', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",10.43,1.256
"['f7', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",10.48,14.688
"['f7', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",9.93,1.085
"['f7', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",9.69,0.286
"['f7', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",8.21,385999.931
"['f7', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",10.52,19210.112
"['f7', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",8.09,25545624.83
"['f7', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",10.37,1690015.819
"['f7', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",8.22,3222465.713
"['f7', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",9.79,35648855.432
"['f7', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",8.63,27253.643
"['f7', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",9.71,3179168.905
"['f7', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",9.87,343485.468
"['f7', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",10.51,125273.94
"['f7', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",10.11,143682.829
"['f7', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",10.07,306859.498
"['f7', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",14.53,948.817
"['f7', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",17.13,5519.044
"['f7', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",14.92,32.817
"['f7', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",17.13,1958.251
"['f7', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",14.8,3910.625
"['f7', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",17.18,35.746
"['f7', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",14.38,4.715
"['f7', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",16.97,519.154
"['f7', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",16.93,115.739
"['f7', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",17.17,211.825
"['f7', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",17.25,538.542
"['f7', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",17.13,107.512
"['f7', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",14.97,1474159.561
"['f7', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",16.93,839762.087
"['f7', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",14.5,1343309.021
"['f7', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",17.13,1515112.014
"['f7', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",14.79,149456.028
"['f7', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",17.5,1246473.944
"['f7', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",14.55,6731394.367
"['f7', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",18.05,875810.114
"['f7', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",17.43,25918809.782
"['f7', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",18.04,55418113.494
"['f7', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",18.08,861161.533
"['f7', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",17.92,531641.894
