"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f9', 30, -10, 10, 100, 0.4, 0.06, 250, 25000]",4.76,74.162
"['f9', 30, -10, 10, 100, 0.4, 0.06, 300, 30000]",6.37,20797.428
"['f9', 30, -10, 10, 100, 0.5, 0.05, 250, 25000]",4.66,30661.131
"['f9', 30, -10, 10, 100, 0.5, 0.05, 300, 30000]",5.88,6089.011
"['f9', 30, -10, 10, 100, 0.5, 0.06, 250, 25000]",4.74,29094.798
"['f9', 30, -10, 10, 100, 0.5, 0.06, 300, 30000]",5.69,3608.207
"['f9', 30, -10, 10, 200, 0.4, 0.05, 150, 30000]",5.66,3548.698
"['f9', 30, -10, 10, 200, 0.4, 0.06, 150, 30000]",6.02,1452.279
"['f9', 30, -10, 10, 200, 0.5, 0.05, 150, 30000]",5.75,305.684
"['f9', 30, -10, 10, 200, 0.5, 0.06, 150, 30000]",5.72,5876.747
"['f9', 30, -100, 100, 100, 0.4, 0.05, 250, 25000]",4.98,53094632.33
"['f9', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",5.71,76121852.559
"['f9', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",5.09,12834757.836
"['f9', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",5.88,734645.623
"['f9', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",4.95,2778938.304
"['f9', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",5.89,236237706.208
"['f9', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",4.83,31703216.29
"['f9', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",5.79,117442912.507
"['f9', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",5.78,212756.052
"['f9', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",5.83,2296260.702
"['f9', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",5.72,917736.465
"['f9', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",5.7,1230820.805
"['f9', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",6.83,9863.096
"['f9', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",8.11,12636.464
"['f9', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",6.49,12782.434
"['f9', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",8.5,32157.679
"['f9', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",7.14,9513.375
"['f9', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",8.46,99870.206
"['f9', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",7.02,1355.53
"['f9', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",8.34,78.738
"['f9', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",8.1,2507.12
"['f9', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",8.49,307.635
"['f9', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",7.86,66.347
"['f9', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",8.14,243.224
"['f9', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",7.55,48852577.269
"['f9', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",8.13,548303276.572
"['f9', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",6.74,7753343.19
"['f9', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",8.47,8222363.307
"['f9', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",7.15,37476250.706
"['f9', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",8.0,3790831899.667
"['f9', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",7.08,3655642.067
"['f9', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",8.64,28908079.952
"['f9', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",8.53,162753.748
"['f9', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",8.12,4162166.489
"['f9', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",8.45,1483168.181
"['f9', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",8.75,17521.084
"['f9', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",12.22,14270.374
"['f9', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",14.24,8278.916
"['f9', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",12.18,18571.828
"['f9', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",13.88,5522.87
"['f9', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",12.21,27280.429
"['f9', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",14.2,25486.757
"['f9', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",12.61,60762.948
"['f9', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",14.21,4032.12
"['f9', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",14.84,1136.185
"['f9', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",14.46,813.236
"['f9', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",15.5,12192.991
"['f9', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",14.19,713.598
"['f9', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",12.09,1484313.915
"['f9', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",14.11,16376146.446
"['f9', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",12.04,204906438.823
"['f9', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",14.59,981182.6
"['f9', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",12.47,7171025.993
"['f9', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",14.23,20698182.275
"['f9', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",12.02,7719580.122
"['f9', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",14.06,3094328706.628
"['f9', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",14.4,12851078.032
"['f9', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",13.83,102920818.85
"['f9', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",14.8,11853960.004
"['f9', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",14.34,9017190.068
