"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f14', 30, -10, 10, 100, 0.5, 0.05, 250, 25000]",13.8,-117.881
"['f14', 30, -10, 10, 100, 0.5, 0.05, 300, 30000]",16.55,-117.809
"['f14', 30, -10, 10, 100, 0.5, 0.06, 250, 25000]",15.76,-118.328
"['f14', 30, -10, 10, 100, 0.5, 0.06, 300, 30000]",16.58,-117.963
"['f14', 30, -10, 10, 200, 0.4, 0.05, 150, 30000]",16.85,-118.295
"['f14', 30, -10, 10, 200, 0.4, 0.06, 150, 30000]",16.75,-118.324
"['f14', 30, -10, 10, 200, 0.5, 0.05, 150, 30000]",17.54,-118.318
"['f14', 30, -10, 10, 200, 0.5, 0.06, 150, 30000]",17.44,-118.343
"['f14', 30, -100, 100, 100, 0.4, 0.05, 250, 25000]",14.34,-1905.756
"['f14', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",16.71,-1901.145
"['f14', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",15.4,-1903.5
"['f14', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",17.99,-1908.011
"['f14', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",14.07,-1904.867
"['f14', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",17.56,-1906.021
"['f14', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",16.87,-1907.196
"['f14', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",18.99,-1900.293
"['f14', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",17.79,-1907.253
"['f14', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",17.26,-1905.969
"['f14', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",17.55,-1908.969
"['f14', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",17.32,-1907.895
"['f14', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",23.62,-197.079
"['f14', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",26.7,-197.121
"['f14', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",23.42,-197.208
"['f14', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",25.9,-196.989
"['f14', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",21.63,-197.086
"['f14', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",26.45,-197.089
"['f14', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",22.22,-196.913
"['f14', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",26.77,-197.155
"['f14', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",26.28,-197.253
"['f14', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",27.59,-197.035
"['f14', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",27.95,-197.16
"['f14', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",27.52,-197.222
"['f14', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",22.91,-3140.678
"['f14', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",27.65,-3137.774
"['f14', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",23.79,-3175.564
"['f14', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",27.65,-3179.059
"['f14', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",23.47,-3167.229
"['f14', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",27.71,-3180.19
"['f14', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",22.28,-3131.221
"['f14', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",27.59,-3178.899
"['f14', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",26.91,-3167.469
"['f14', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",27.38,-3177.66
"['f14', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",29.79,-3181.164
"['f14', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",27.96,-3180.175
"['f14', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",41.87,-393.215
"['f14', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",53.13,-393.822
"['f14', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",43.39,-393.843
"['f14', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",52.82,-394.401
"['f14', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",43.1,-394.079
"['f14', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",50.62,-392.532
"['f14', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",44.58,-393.943
"['f14', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",48.11,-394.166
"['f14', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",49.83,-394.155
"['f14', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",48.79,-394.379
"['f14', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",50.94,-393.794
"['f14', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",50.44,-394.115
"['f14', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",41.27,-6360.694
"['f14', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",50.41,-6357.9
"['f14', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",40.83,-6339.82
"['f14', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",51.38,-6362.015
"['f14', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",43.29,-6347.246
"['f14', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",53.89,-6362.241
"['f14', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",41.28,-6344.597
"['f14', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",48.4,-6361.352
"['f14', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",49.24,-6347.396
"['f14', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",49.2,-6356.613
"['f14', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",51.27,-6348.374
"['f14', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",48.32,-6333.604
