"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f15', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",19.48,676.059
"['f15', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",20.9,312.566
"['f15', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",17.53,421.114
"['f15', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",21.36,262.203
"['f15', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",17.64,231.329
"['f15', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",21.51,505.705
"['f15', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",21.08,102.353
"['f15', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",21.55,110.459
"['f15', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",21.03,385.237
"['f15', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",22.59,127.369
"['f15', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",36.53,73.469
"['f15', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",41.29,59.956
"['f15', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",33.42,13.32
"['f15', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",42.42,12.459
"['f15', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",33.43,22.453
"['f15', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",40.92,46.444
"['f15', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",33.62,33.334
"['f15', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",48.76,25.835
"['f15', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",44.31,22.186
"['f15', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",43.03,22.02
"['f15', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",40.96,21.216
"['f15', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",41.28,22.685
"['f15', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",34.09,647.682
"['f15', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",40.07,529.449
"['f15', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",33.75,1737.288
"['f15', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",44.45,420.174
"['f15', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",33.52,769.304
"['f15', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",52.2,765.332
"['f15', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",33.67,341.395
"['f15', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",41.85,541.865
"['f15', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",44.48,626.004
"['f15', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",41.1,523.3
"['f15', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",41.3,547.983
"['f15', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",40.41,637.717
