"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, crossover_rate, mutation_rate, function evaluation]",total_time,gBest_fitness
"['f10', 30, -100, 100, 100, 0.4, 0.05, 300, 30000]",8.02,1389793.899
"['f10', 30, -100, 100, 100, 0.4, 0.06, 250, 25000]",6.84,4018514.182
"['f10', 30, -100, 100, 100, 0.4, 0.06, 300, 30000]",7.98,70677105.927
"['f10', 30, -100, 100, 100, 0.5, 0.05, 250, 25000]",6.54,364125.177
"['f10', 30, -100, 100, 100, 0.5, 0.05, 300, 30000]",8.13,231396.997
"['f10', 30, -100, 100, 100, 0.5, 0.06, 250, 25000]",6.96,95491.921
"['f10', 30, -100, 100, 100, 0.5, 0.06, 300, 30000]",8.07,1053395.372
"['f10', 30, -100, 100, 200, 0.4, 0.05, 150, 30000]",8.06,45309.116
"['f10', 30, -100, 100, 200, 0.4, 0.06, 150, 30000]",7.95,6336.284
"['f10', 30, -100, 100, 200, 0.5, 0.05, 150, 30000]",8.14,126111.724
"['f10', 30, -100, 100, 200, 0.5, 0.06, 150, 30000]",8.44,2093386.133
"['f10', 50, -10, 10, 100, 0.4, 0.05, 250, 25000]",10.29,6145.503
"['f10', 50, -10, 10, 100, 0.4, 0.05, 300, 30000]",12.28,3844.502
"['f10', 50, -10, 10, 100, 0.4, 0.06, 250, 25000]",11.21,239.312
"['f10', 50, -10, 10, 100, 0.4, 0.06, 300, 30000]",12.77,255.162
"['f10', 50, -10, 10, 100, 0.5, 0.05, 250, 25000]",10.63,6.672
"['f10', 50, -10, 10, 100, 0.5, 0.05, 300, 30000]",12.11,254.562
"['f10', 50, -10, 10, 100, 0.5, 0.06, 250, 25000]",10.74,1832.657
"['f10', 50, -10, 10, 100, 0.5, 0.06, 300, 30000]",12.75,49.98
"['f10', 50, -10, 10, 200, 0.4, 0.05, 150, 30000]",12.27,35.315
"['f10', 50, -10, 10, 200, 0.4, 0.06, 150, 30000]",12.93,26.692
"['f10', 50, -10, 10, 200, 0.5, 0.05, 150, 30000]",13.01,20.969
"['f10', 50, -10, 10, 200, 0.5, 0.06, 150, 30000]",13.14,616.827
"['f10', 50, -100, 100, 100, 0.4, 0.05, 250, 25000]",10.18,48218.072
"['f10', 50, -100, 100, 100, 0.4, 0.05, 300, 30000]",12.47,1581725.586
"['f10', 50, -100, 100, 100, 0.4, 0.06, 250, 25000]",10.52,5602113.917
"['f10', 50, -100, 100, 100, 0.4, 0.06, 300, 30000]",12.44,1028857.241
"['f10', 50, -100, 100, 100, 0.5, 0.05, 250, 25000]",10.98,7026.85
"['f10', 50, -100, 100, 100, 0.5, 0.05, 300, 30000]",13.72,26539944.391
"['f10', 50, -100, 100, 100, 0.5, 0.06, 250, 25000]",10.24,26367866.637
"['f10', 50, -100, 100, 100, 0.5, 0.06, 300, 30000]",12.66,3291273.009
"['f10', 50, -100, 100, 200, 0.4, 0.05, 150, 30000]",13.16,183875.31
"['f10', 50, -100, 100, 200, 0.4, 0.06, 150, 30000]",13.19,137056.253
"['f10', 50, -100, 100, 200, 0.5, 0.05, 150, 30000]",12.28,35404058.349
"['f10', 50, -100, 100, 200, 0.5, 0.06, 150, 30000]",12.11,18909496.217
"['f10', 100, -10, 10, 100, 0.4, 0.05, 250, 25000]",19.41,2668.005
"['f10', 100, -10, 10, 100, 0.4, 0.05, 300, 30000]",22.26,103.791
"['f10', 100, -10, 10, 100, 0.4, 0.06, 250, 25000]",19.53,478.867
"['f10', 100, -10, 10, 100, 0.4, 0.06, 300, 30000]",23.85,888.064
"['f10', 100, -10, 10, 100, 0.5, 0.05, 250, 25000]",19.75,330.436
"['f10', 100, -10, 10, 100, 0.5, 0.05, 300, 30000]",22.8,181.77
"['f10', 100, -10, 10, 100, 0.5, 0.06, 250, 25000]",18.85,313.236
"['f10', 100, -10, 10, 100, 0.5, 0.06, 300, 30000]",23.83,176.353
"['f10', 100, -10, 10, 200, 0.4, 0.05, 150, 30000]",22.92,942.676
"['f10', 100, -10, 10, 200, 0.4, 0.06, 150, 30000]",23.85,3832.814
"['f10', 100, -10, 10, 200, 0.5, 0.05, 150, 30000]",22.97,1538.758
"['f10', 100, -10, 10, 200, 0.5, 0.06, 150, 30000]",22.84,894.897
"['f10', 100, -100, 100, 100, 0.4, 0.05, 250, 25000]",20.15,11341294.214
"['f10', 100, -100, 100, 100, 0.4, 0.05, 300, 30000]",23.05,21732554.282
"['f10', 100, -100, 100, 100, 0.4, 0.06, 250, 25000]",19.61,1435154.479
"['f10', 100, -100, 100, 100, 0.4, 0.06, 300, 30000]",24.29,19179991.348
"['f10', 100, -100, 100, 100, 0.5, 0.05, 250, 25000]",19.61,1666105.049
"['f10', 100, -100, 100, 100, 0.5, 0.05, 300, 30000]",22.96,224066857.102
"['f10', 100, -100, 100, 100, 0.5, 0.06, 250, 25000]",19.31,1369538.492
"['f10', 100, -100, 100, 100, 0.5, 0.06, 300, 30000]",23.19,286461.624
"['f10', 100, -100, 100, 200, 0.4, 0.05, 150, 30000]",22.97,17222121.717
"['f10', 100, -100, 100, 200, 0.4, 0.06, 150, 30000]",23.41,10495224.041
"['f10', 100, -100, 100, 200, 0.5, 0.05, 150, 30000]",23.29,4424821.2
"['f10', 100, -100, 100, 200, 0.5, 0.06, 150, 30000]",23.72,8753229.149
